area_sqft,bedrooms,bathrooms,year_built,garage_spaces,lot_size,overall_qual,distance_to_city_km,neighborhood,house_style,heating_type,has_pool,has_basement,central_air,sale_price
1742,4,2.5,1983,0,11234.0,9,0.5,Suburb_South,Single_Family,Gas,0,1,1,267745
1336,4,3.0,1985,2,6829.0,9,3.0,Hillside,Townhouse,Oil,0,0,1,298640
1925,2,2.5,2003,0,6527.0,8,7.4,Suburb_North,Single_Family,Electric,0,0,1,269098
866,3,1.0,1976,1,9713.0,10,13.1,Hillside,Condo,Electric,0,1,1,206848
1790,3,4.0,2008,1,4335.0,6,22.3,Suburb_South,Townhouse,Gas,0,1,1,201362
1607,4,3.0,1966,2,5834.0,8,2.9,Lakeside,Single_Family,Gas,0,1,1,359637
1766,3,1.0,1996,2,3416.0,9,1.5,Suburb_South,Single_Family,Gas,0,1,1,297966
1384,1,4.0,2007,1,3444.0,9,2.9,Suburb_East,Townhouse,Gas,1,1,1,228653
1409,4,3.0,1974,0,1081.0,6,11.5,Lakeside,Single_Family,Electric,1,0,1,300560
1885,4,2.0,1996,2,5827.0,5,3.6,Rural,Single_Family,Electric,0,1,0,239307
1324,2,2.5,1991,1,4955.0,5,1.3,Suburb_West,Single_Family,Gas,0,1,1,242643
3037,4,4.0,1989,0,7991.0,9,0.7,Suburb_South,Single_Family,Gas,0,0,1,393893
909,4,1.0,1978,1,6105.0,6,1.6,Hillside,Duplex,Electric,0,1,0,167703
1878,5,3.5,2019,0,9812.0,6,4.2,Lakeside,Single_Family,Oil,0,0,0,311706
1631,4,2.5,1993,1,2285.0,7,0.6,Rural,Condo,Gas,0,0,0,166445
2136,4,1.0,1996,2,8091.0,8,6.9,Suburb_West,Single_Family,Oil,0,0,1,370633
2272,4,2.5,2010,2,7755.0,6,2.3,Lakeside,Townhouse,Electric,0,0,1,412212
1333,3,2.0,1958,1,11585.0,6,29.1,Suburb_East,Single_Family,Gas,0,1,1,163705
1440,3,1.5,1959,2,8659.0,2,0.5,Lakeside,Duplex,Electric,0,1,1,186463
1377,6,2.5,1984,2,6499.0,10,4.6,Suburb_West,Single_Family,Solar,0,0,1,325753
1997,3,3.5,1988,2,1313.0,2,28.1,Suburb_North,Single_Family,Gas,0,1,0,234217
1555,4,3.0,1950,1,10840.0,7,5.0,Lakeside,Single_Family,Electric,1,1,1,334992
3099,2,1.5,1999,0,1395.0,8,3.0,Suburb_North,Single_Family,Electric,0,0,1,375772
1456,5,1.5,2004,2,4628.0,9,25.9,Suburb_East,Duplex,Gas,0,1,0,188333
2062,3,2.5,1990,3,6087.0,4,8.4,Suburb_West,Duplex,Solar,0,1,1,231282
2134,2,1.5,1967,2,7250.0,1,8.5,Lakeside,Townhouse,Gas,0,0,0,240595
2465,2,1.5,1965,1,8125.0,8,12.3,Hillside,Single_Family,Electric,0,0,1,447188
1237,3,3.5,1967,3,4165.0,8,3.0,Suburb_North,Condo,Gas,0,1,1,175603
2294,1,1.0,1975,0,9930.0,7,14.3,Suburb_North,Condo,Electric,0,1,1,241160
858,3,2.5,2010,1,4985.0,8,2.8,Suburb_North,Single_Family,Gas,0,1,1,182646
1829,3,1.5,1979,1,3776.0,7,3.4,Rural,Townhouse,Oil,0,1,1,159162
2189,2,2.5,1972,2,3938.0,6,0.5,Rural,Single_Family,Oil,1,1,1,227303
2076,4,2.5,1998,1,5603.0,7,3.1,Lakeside,Single_Family,Oil,0,1,0,410953
2381,6,3.0,1964,2,11882.0,9,9.9,Suburb_North,Duplex,Oil,0,1,0,272851
1216,4,2.5,2020,0,4375.0,6,0.5,Suburb_North,Townhouse,Oil,0,0,1,187701
1888,3,2.5,1975,2,6855.0,7,14.5,Hillside,Townhouse,Oil,1,0,1,271669
2521,4,2.5,2017,2,3827.0,7,23.6,Suburb_East,Condo,Gas,0,1,1,226085
1269,3,2.5,1963,3,,7,12.6,Downtown,Townhouse,Solar,0,1,0,232485
1364,3,2.5,1975,2,5684.0,7,0.6,Suburb_East,Single_Family,Gas,0,1,1,216161
1731,4,2.0,1978,0,6279.0,7,4.5,Hillside,Condo,Solar,0,1,1,261434
652,3,1.0,1956,2,9657.0,7,9.1,Suburb_East,Single_Family,Electric,0,1,1,146349
1813,5,3.5,1953,2,7766.0,4,5.7,Rural,Single_Family,Gas,0,1,1,230967
2254,4,4.0,1962,1,6405.0,7,1.0,Suburb_South,Townhouse,Oil,1,0,1,263477
2926,3,2.0,1994,0,7737.0,7,1.4,Hillside,Single_Family,Gas,0,1,0,444954
1626,2,3.5,1963,2,9083.0,7,6.8,Rural,Single_Family,Gas,0,0,1,191193
2293,2,1.5,1955,2,,4,23.5,Downtown,Single_Family,Gas,0,0,1,271513
1770,1,2.0,2015,0,7619.0,7,27.5,Hillside,Single_Family,Gas,0,0,1,333857
2679,4,2.5,2011,1,8201.0,6,11.7,Suburb_South,Single_Family,Gas,0,1,1,325750
400,3,2.5,2002,2,14339.0,6,2.4,Downtown,Single_Family,Solar,0,0,1,202452
2785,3,2.5,2013,1,6706.0,5,3.2,Lakeside,Single_Family,Gas,0,1,1,528564
1249,2,1.0,2021,1,5207.0,10,1.1,Suburb_West,Single_Family,Gas,0,1,1,293833
1258,5,2.5,1980,2,11859.0,5,4.8,Downtown,Single_Family,Electric,0,1,0,300629
2323,6,2.5,1987,2,5637.0,6,5.6,Downtown,Townhouse,Gas,0,1,1,370612
1717,4,1.5,1981,2,3186.0,10,13.0,Suburb_North,Duplex,Gas,0,1,1,267258
1656,3,2.5,1986,1,9060.0,9,10.4,Suburb_East,Single_Family,Gas,0,0,1,256193
2074,4,1.0,1963,2,4117.0,9,6.4,Suburb_East,Single_Family,Oil,0,0,1,258113
891,4,2.0,1981,1,7465.0,7,0.6,Suburb_West,Single_Family,Gas,0,1,1,208856
666,1,1.0,1955,0,6486.0,8,1.7,Suburb_South,Single_Family,Gas,0,1,0,131895
1689,4,1.0,1993,0,5865.0,5,3.0,Suburb_West,Single_Family,Electric,0,1,1,226687
1962,3,2.5,1950,3,9282.0,10,21.2,Rural,Condo,Electric,0,0,1,138296
1607,2,1.5,2009,2,,5,1.1,Rural,Single_Family,Gas,1,0,1,207591
2787,4,1.0,1969,2,10688.0,8,16.5,Hillside,Single_Family,Oil,0,1,0,391800
1301,3,2.5,2007,1,6081.0,6,4.7,Downtown,Single_Family,Gas,0,0,0,270521
1347,3,2.0,2012,1,6355.0,6,0.5,Lakeside,Single_Family,Gas,0,0,1,285382
3073,4,1.0,2009,2,7079.0,5,12.8,Suburb_South,Condo,Electric,0,1,1,293552
1665,3,2.5,1950,2,4818.0,7,22.8,Rural,Townhouse,Gas,1,1,0,161556
1619,3,3.0,1984,2,3108.0,8,5.1,Suburb_South,Single_Family,Gas,0,1,1,239082
1081,3,3.0,1974,0,9892.0,10,13.3,Hillside,Single_Family,Gas,0,1,1,256939
1206,3,3.5,1998,1,4363.0,10,19.3,Lakeside,Townhouse,Oil,0,0,0,233711
1919,1,3.0,1972,2,4948.0,8,11.5,Suburb_East,Duplex,Electric,0,1,0,254561
2470,4,2.5,1978,1,6768.0,9,16.7,Lakeside,Single_Family,Solar,0,0,0,376141
2549,2,3.0,2015,0,10591.0,10,0.9,Suburb_West,Condo,,1,0,1,348928
1890,4,2.0,1968,2,4724.0,9,14.7,Rural,Single_Family,Gas,0,1,1,230774
1614,2,2.0,2013,1,4186.0,9,16.4,Lakeside,Single_Family,Electric,0,1,1,278146
2764,4,2.0,1953,2,1876.0,9,8.1,Lakeside,Condo,Oil,0,0,1,376591
1496,2,3.5,2011,1,6184.0,7,3.3,Suburb_North,Single_Family,Gas,0,0,0,241868
2887,4,2.0,1998,2,11616.0,9,4.1,Suburb_North,Duplex,Gas,0,1,1,402207
1672,4,3.0,1956,2,2515.0,5,0.5,Hillside,Duplex,Electric,0,1,0,205270
870,2,2.5,1968,2,6782.0,6,6.5,Downtown,Single_Family,,0,0,1,206067
1321,2,2.5,2014,0,6145.0,1,1.4,Suburb_North,Townhouse,Gas,1,1,0,174675
1114,6,4.0,1978,3,8409.0,7,21.0,Rural,Duplex,Oil,0,1,1,143727
992,2,2.5,1986,1,7627.0,7,5.1,Hillside,Single_Family,Gas,0,1,0,259007
1997,2,1.5,1956,1,9192.0,6,2.1,Lakeside,Condo,Gas,0,1,1,261560
2836,2,3.0,1957,2,5163.0,8,5.1,Suburb_North,Townhouse,Electric,0,0,1,361977
1793,3,2.5,1994,1,10256.0,7,1.5,Suburb_South,Condo,Oil,1,1,1,206799
2141,2,2.0,1994,1,14358.0,8,1.3,Suburb_East,Single_Family,Electric,0,1,0,287584
2169,3,3.5,2022,2,8713.0,8,4.3,Suburb_South,Duplex,Electric,0,0,1,274929
1254,3,2.0,2016,3,3739.0,3,16.6,Suburb_West,Condo,Electric,0,0,1,152949
1696,3,1.5,1952,1,5369.0,7,3.4,Suburb_East,Single_Family,Gas,0,1,1,264693
1752,3,1.5,1954,2,12304.0,3,4.7,Suburb_North,Single_Family,Oil,0,0,0,202382
1993,1,2.0,1961,3,6490.0,6,8.8,Downtown,Single_Family,Electric,0,1,1,462030
1849,3,1.5,1965,1,6210.0,9,1.2,Suburb_East,Townhouse,Gas,1,0,0,266072
1922,2,1.5,1969,2,3338.0,5,1.2,Rural,Single_Family,Gas,0,0,1,138701
2204,6,1.0,1979,2,11793.0,8,0.9,Suburb_West,Condo,Oil,0,1,0,252451
1982,3,3.5,1971,2,4214.0,9,0.5,Hillside,Condo,Electric,0,1,1,340723
